idLU,luName,frameName,sensedescription
35606,superciliar.adj,Description_oriented_by_body_part,"referente às sobrancelhas, a região guarnecida de pelos situada acima dos olhos. "
35607,gástrico.adj,Description_oriented_by_body_part,"associado ao estômago, o órgão responsável pela digestão."
35608,físico.adj,Description_oriented_by_body_part,relativo ao corpo físico.
35609,anal.adj,Description_oriented_by_body_part,"relativo ao ânus, a abertura final do sistema digestivo."
35610,uretral.adj,Description_oriented_by_body_part,"referente à uretra, o canal que transporta a urina da bexiga para o exterior e que, no homem, permite a passagem do esperma.
"
35611,corporal.adj,Description_oriented_by_body_part,referente ao corpo humano como um todo. 
35612,suprapúbica.adj,Description_oriented_by_body_part,"relativo à região acima do osso púbico, na parte inferior do abdômen."
35613,genital.adj,Description_oriented_by_body_part,relativo aos órgãos reprodutores.
35614,costal.adj,Description_oriented_by_body_part,"referente às costelas, os ossos que protegem a cavidade torácica."
35615,púbico.adj,Description_oriented_by_body_part,"relativo ao púbis, região situada na parte mais anterior do osso ilíaco. 
"
35616,intercostal.adj,Description_oriented_by_body_part,associado ao espaço entre as costelas. 
35617,gastrointestinal.adj,Description_oriented_by_body_part,"relativo ao trato digestivo, envolvendo o estômago e o intestino.
"
35618,cerebral.adj,Description_oriented_by_body_part,"relativo ao cérebro, o órgão central do sistema nervoso.
"
35619,estomacal.adj,Description_oriented_by_body_part,"associado ao estômago, o órgão responsável pela digestão."
35620,vesicular.adj,Description_oriented_by_body_part,"referente à vesícula, como a vesícula biliar ou a vesícula seminal."
35621,nasal.adj,Description_oriented_by_body_part,"referente ao nariz, às passagens nasais ou ao sentido do olfato. "
35622,mandibular.adj,Description_oriented_by_body_part,"referente à mandíbula.
"
35623,supraorbital.adj,Description_oriented_by_body_part,"referente à região acima da órbita ocular, na testa.
"
35624,ocular.adj,Description_oriented_by_body_part,"relacionado aos olhos ou à visão.
"
35625,escrotal.adj,Description_oriented_by_body_part,"associado ao escroto, o saco que contém os testículos.
"
35626,retal.adj,Description_oriented_by_body_part,"relativo ao reto, a porção terminal do tubo digestivo.
"
35627,escapular.adj,Description_oriented_by_body_part,"referente à escápula, o osso localizado na parte posterior do ombro.
"
35628,hipogástrico.adj,Description_oriented_by_body_part,"relacionado ao hipogástrio, parte inferior do abdômen, abaixo da região do umbigo.
"
35629,arterial.adj,Description_oriented_by_body_part,"associado às artérias, os vasos que transportam sangue do coração para os resto do corpo.
"
35630,auricular.adj,Description_oriented_by_body_part,"referente ao pavilhão auricular, a orelha, órgão responsável pela audição; ou a cada uma das cavidades na parte superior do coração, situadas acima dos ventrículos.
"
35631,dentário.adj,Description_oriented_by_body_part,relativo aos dentes.
35632,respiratório.adj,Description_oriented_by_body_part,relacionado aos órgãos ou às regiões participantes do processo de respiração. 
35633,submandibular.adj,Description_oriented_by_body_part,"relativo à região abaixo da mandíbula, no pescoço.
"
35634,cardíaco.adj,Description_oriented_by_body_part,"relativo ao coração.
"
35635,gengival.adj,Description_oriented_by_body_part,"relativo a gengiva, tecido que envolve os dentes."
35636,occipital.adj,Description_oriented_by_body_part,"relativo à região inferoposterior da cabeça, onde se localiza o osso occipital.
"
35637,nodular.adj,Description_oriented_by_body_part,"relativo a nódulos, pequenos caroços ou protuberâncias que ocorrem no corpo."
35638,umbilical.adj,Description_oriented_by_body_part,"referente ao umbigo, a cicatriz deixada pelo cordão umbilical.
"
35639,capilar.adj,Description_oriented_by_body_part,"relativo aos capilares, os vasos sanguíneos mais finos do corpo; ou ao cabelo. "
35640,lacrimal.adj,Description_oriented_by_body_part,"referente às glândulas lacrimais, responsáveis pela produção e condução das lágrimas. "
35641,patelar.adj,Description_oriented_by_body_part,"referente à patela, também conhecida como rótula, o osso localizado na parte anterior do joelho. "
35642,periumbilical.adj,Description_oriented_by_body_part,relativo à região em torno do umbigo.
35643,local.adj,Description_oriented_by_body_part,referente a uma região específica e delimitada do corpo. 
35644,mesogástrico.adj,Description_oriented_by_body_part,associado à região média do abdome. 
35645,mental.adj,Description_oriented_by_body_part,"referente às características psíquicas de um indivíduo; ou ao mento, situado na parte inferior e média da face, abaixo do lábio inferior. "
35646,orofaríngeo.adj,Description_oriented_by_body_part,"relativo à orofaringe, parte mediana da faringe, situada entre a boca e a rinofaringe."
35647,brônquico.adj,Description_oriented_by_body_part,"relativo aos brônquios, cada um dos canais ramificados cuja função é conduzir o ar até os pulmões. "
35648,retroesternal.adj,Description_oriented_by_body_part,"referente à região posterior ao esterno.
"
35649,lingual.adj,Description_oriented_by_body_part,"relativo à língua, órgão muscular da boca. "
35650,cutâneo.adj,Description_oriented_by_body_part,"relacionado à pele, à cutis. "
35651,muscular.adj,Description_oriented_by_body_part,referente a músculo ou à musculatura. 
35652,oral.adj,Description_oriented_by_body_part,relativo à boca ou à região bucal.
35653,ungueal.adj,Description_oriented_by_body_part,"associado a unha, garra ou casco; ou a que eles se assemelha. "
35654,vesical.adj,Description_oriented_by_body_part,"relativo à bexiga, órgão que armazena a urina. "
35655,osteomuscular.adj,Description_oriented_by_body_part,relacionado aos ossos e aos músculos. 
35656,retro-orbitário.adj,Description_oriented_by_body_part,associado à região posterior ao globo ocular. 
35657,perianal.adj,Description_oriented_by_body_part,relativo à região em torno do ânus. 
35658,auriculoventricular.adj,Description_oriented_by_body_part,referente à junção entre o átrio e o ventrículo do coração. 
35660,torácico.adj,Description_oriented_by_body_part,"associado ao tórax, a região do corpo entre o pescoço e o abdome."
35661,intestinal.adj,Description_oriented_by_body_part,"referente ao intestino, o órgão responsável pela digestão e absorção de alimentos.
"
35662,bilateral.adj,Description_oriented_by_body_part,relativo a ambos os lados do corpo. 
35663,axilar.adj,Description_oriented_by_body_part,relativo a axila.
35664,peniano.adj,Description_oriented_by_body_part,"relativo a pênis, o órgão reprodutor masculino. "
35665,uterino.adj,Description_oriented_by_body_part,"referente a útero, órgão muscular feminino que acolhe o ovo fecundado. "
35666,glúteo.adj,Description_oriented_by_body_part,referente às nádegas.
35667,labial.adj,Description_oriented_by_body_part,relativo aos lábios. 
35669,pubiano.adj,Description_oriented_by_body_part,"relativo à região pubiana, na parte inferior do abdome. "
35670,facial.adj,Description_oriented_by_body_part,pertencente ao rosto ou à face.
35671,íntimo.adj,Description_oriented_by_body_part,referente à região dos órgãos sexuais do corpo humano. 
35672,intracraniano.adj,Description_oriented_by_body_part,referente ao interior do crânio.
35673,perineal.adj,Description_oriented_by_body_part,"relativo ao períneo, região que constitui a base do púbis."
35674,frontal.adj,Description_oriented_by_body_part,relativo ao osso que ocupa a parte mais anterior do crânio. 
35675,cefálico.adj,Description_oriented_by_body_part,associado à cabeça. 
35676,cervical.adj,Description_oriented_by_body_part,"relativo a cerviz, região posterior do pescoço; ou ao colo do útero ou da bexiga. "
35677,esternal.adj,Description_oriented_by_body_part,"relacionado ao esterno, o osso plano localizado no centro do peito.
"
35678,parietal.adj,Description_oriented_by_body_part,"referente ao osso parietal.
"
35679,palpebral.adj,Description_oriented_by_body_part,"referente às pálpebras, as dobras de pele que cobrem os olhos.
"
35680,subgaleal.adj,Description_oriented_by_body_part,relativo à região intermediária entre o crânio e o couro cabeludo. 
35681,pleural.adj,Description_oriented_by_body_part,"associado à pleura, membrana que envolve os pulmões. "
35683,venoso.adj,Description_oriented_by_body_part,"referente às veias, os vasos sanguíneos que transportam o sangue de volta ao coração. "
35684,distal.adj,Description_oriented_by_body_part,"relativo à parte mais distante do tronco ou do ponto de origem.
"
35686,vagal.adj,Description_oriented_by_body_part,"relacionado ao nervo vago, um dos principais nervos cranianos que controla funções vitais."
36513,vascular.adj,Description_oriented_by_body_part,relativo a vasos sanguíneos. 
36554,dialítico.adj,Description_oriented_by_body_part,que se refere à diálise. 
36577,superior.adj,Description_oriented_by_body_part,diz respeito à área ou áreas localizadas nas partes mais elevadas do corpo.
36830,discal.adj,Description_oriented_by_body_part,relativo a disco.
36837,mamário.noun,Description_oriented_by_body_part,relativo a mama.
37955,craniano.adj,Description_oriented_by_body_part,relativo a crânio.
38044,periorbital.adj,Description_oriented_by_body_part,relativo à área ao redor dos olhos.
38045,himenal.adj,Description_oriented_by_body_part,"relativo ao hímen, uma membrana fina que cobre parcialmente a entrada da vagina."
38046,clavicular.adj,Description_oriented_by_body_part,"relativo à clavícula, osso longo localizado entre o esterno e o ombro."
38047,cardiopulmonar.adj,Description_oriented_by_body_part,relativo ao coração e aos pulmões.
38048,cardiorespiratório.adj,Description_oriented_by_body_part,relativo ao sistema cardiovascular (coração e vasos sanguíneos) e ao sistema respiratório (pulmões e vias aéreas).
38474,anelar.adj,Description_oriented_by_body_part,relativo aos dedos das mãos.
38492,auditivo.adj,Description_oriented_by_body_part,referente à região dos ouvidos. 
38498,biliar.adj,Description_oriented_by_body_part,relativo ao que produz bílis. 
38499,calcâneo.adj,Description_oriented_by_body_part,relativo aos calcanhares. 
38501,cardiológico.adj,Description_oriented_by_body_part,relativo à cardiologia. 
38505,celular.adj,Description_oriented_by_body_part,relativo a células do corpo. 
38507,ciático.adj,Description_oriented_by_body_part,relativo aos quadris ou ao ísquio.
38508,conjuntivo.adj,Description_oriented_by_body_part,"relativo ao que une, ou liga, os tecidos do corpo humano. "
38542,vertebral.adj,Description_oriented_by_body_part,"relativo às vértebras, que são os ossos individuais da coluna vertebral."
38546,dermatológico.adj,Description_oriented_by_body_part,relativo à dermatologia.
38559,extremidade.noun,Description_oriented_by_body_part,parte extrema; ponta.
38582,mindinho.adj,Description_oriented_by_body_part,menor dedo da mão ou do pé.
38583,molar.adj,Description_oriented_by_body_part,dentes posteriores que auxiliam na mastigação de alimentos.
38985,hepático.adj,Description_oriented_by_body_part, refere-se ao fígado ou está relacionado a ele.
39864,duodenal.adj,Description_oriented_by_body_part,""
40032,intramuscular.adj,Description_oriented_by_body_part,""
42304,vulvar.adj,Description_oriented_by_body_part,relativo a vulva.
42305,dental.adj,Description_oriented_by_body_part,referente ao dente.
42306,glandular.adj,Description_oriented_by_body_part,referente à glândula.
42307,ovariano.adj,Description_oriented_by_body_part,referente ao ovário.
42308,sacral.adj,Description_oriented_by_body_part,referente ao osso sacro.
42309,endometrial.adj,Description_oriented_by_body_part,referente ao endométrio.
42310,peritoneal.adj,Description_oriented_by_body_part,referente à área do peritônio.
42311,tibial.adj,Description_oriented_by_body_part,referente à tíbia.
42312,tireoidiano.adj,Description_oriented_by_body_part,referente à tireoide.
42313,ventricular.adj,Description_oriented_by_body_part,referente ao ventrículo.
42314,papilar.adj,Description_oriented_by_body_part,referente às papilas.
42315,femoral.adj,Description_oriented_by_body_part,referente ao fêmur.
42316,esofágico.adj,Description_oriented_by_body_part,referente ao esôfago.
42461,sinusal.adj,Description_oriented_by_body_part,"relativo ao nó sinusal, local de onde se originam os estímulos elétricos que resultam nos batimentos cardíacos."
42507,sacral.adj,Description_oriented_by_body_part,referente ao osso sacro.
13654,merit.verb,Deserving,COD: deserve or be worthy of
13655,warrant.verb,Deserving,COD:  justify or necessitate
13656,warrant.noun,Deserving,COD: justification or authority
13657,grounds.noun,Deserving,COD: factors forming a basis for action or the justification for a belief
13658,worth.adj,Deserving,COD: deserving to be treated or regarded in the way specified
13659,deserve.verb,Deserving,FN: merit
13660,call.verb,Deserving,COD: require; demand
13661,justify.verb,Deserving,COD:  be a good reason for.
11701,pathetic.adj,Desirability,COD: miserably inadequate
11702,superb.adj,Desirability,FN: being of outstanding quality
11703,superlative.adj,Desirability,COD: of the highest quality
11704,excellent.adj,Desirability,FN: of very high quality
11705,fabulous.adj,Desirability,COD: wonderful. 
11706,outstanding.adj,Desirability,FN: of excellent quality
11707,pitiful.adj,Desirability,FN: of very poor or inadequate quality
11708,appalling.adj,Desirability,COD: very bad
11709,execrable.adj,Desirability,COD: extremely bad or unpleasant. 
11710,fantastic.adj,Desirability,FN: of outstanding quality
11711,awful.adj,Desirability,FN: very bad or unpleasant in quality
11712,splendid.adj,Desirability,COD: excellent.
11713,sensational.adj,Desirability,COD: very impressive or attractive
11714,wonderful.adj,Desirability,FN: extremely pleasent 
11715,astonishing.adj,Desirability,FN: surprisingly good
11716,rotten.adj,Desirability,FN: very bad 
11717,terrible.adj,Desirability,FN: of extremely poor quality
11718,magnificent.adj,Desirability,COD: very good; excellent
11719,horrible.adj,Desirability,FN: of extremeley low quality
11720,dreadful.adj,Desirability,FN: extremely bad
11721,stupendous.adj,Desirability,FN: being of excellent quality
11722,marvellous.adj,Desirability,FN: of extraordinary quality
11723,super.adj,Desirability,FN: of great quality
11724,first-rate.adj,Desirability,"COD: of the best class, quality, or condition; excellent."
11725,tremendous.adj,Desirability,FN: of extremely high quality
11726,good.adj,Desirability,COD: having the required qualities 
11728,bad.adj,Desirability,FN: of poor quality
11729,fair.adj,Desirability,COD: moderately good. 
11730,mediocre.adj,Desirability,FN: of average quality 
11731,decent.adj,Desirability,COD: of an acceptable standard
11732,okay.adj,Desirability,"COD: satisfactory, but not especially good"
11733,average.adj,Desirability,COD: mediocre
11734,tolerable.adj,Desirability,COD: fairly good
11735,second-rate.adj,Desirability,COD: of mediocre or inferior quality. 
11736,third-rate.adj,Desirability,COD: of inferior or very poor quality.
11737,astounding.adj,Desirability,FN: very good
11738,fine.adj,Desirability,COD: of very high quality. 
11739,terrific.adj,Desirability,COD: excellent. 
11740,great.adj,Desirability,COD: excellent. 
11742,so-so.adj,Desirability,FN: of an average quality
11743,substandard.adj,Desirability,COD: below the usual or required standard. 
11744,shitty.adj,Desirability,COD: awful
11745,inferior.adj,Desirability,COD: of low standard or quality. 
11746,top-notch.adj,Desirability,COD: of the highest quality. 
11747,tip-top.adj,Desirability,COD: of the very best; excellent. 
11748,incredible.adj,Desirability,FN: being of exceptional quality
11749,crappy.adj,Desirability,FN: awful
11750,amazing.adj,Desirability,FN:
11751,suck.verb,Desirability,FN: be objectionable.
11752,rock.verb,Desirability,FN: be outstanding.
11753,lamer.noun,Desirability,FN: person who is uncool.
11754,lame.adj,Desirability,FN: uncool.
11755,uncool.adj,Desirability,"FN: lacking in social approbation, or enjoyability."
11756,excellence.noun,Desirability,FN: The quality of being extremely good or outstanding.
11757,desirable.adj,Desirability,"COD: wished for as being attractive, useful, or necessary"
11758,extraordinary.adj,Desirability,FN: beyong the ordinary; fantastic
11759,sweet.adj,Desirability,"FN: good, fortunate"
11760,cool.adj,Desirability,"FN: fine, good. "
11761,nasty.adj,Desirability,FN: offensivse or gross
11762,miserable.adj,Desirability,FN: of a quality that causes misery
11763,unfortunate.adj,Desirability,FN: much less than ideal and not favoring those concerned
11764,popular.adj,Desirability,FN: desirable to a lot of people
11765,idyllic.adj,Desirability,FN: picturesque
11766,poor.adj,Desirability,FN: unsatisfactory
11768,atrocious.adj,Desirability,FN: extremely unpleasent
11769,well.adv,Desirability,FN: in a manner which is regarded as desirable or admirable
11770,standout.noun,Desirability,FN: notably excellent.
11771,crap.noun,Desirability,FN: a thing or substance that does not please or serve a purpose.
11772,shit.noun,Desirability,FN: (vulgar) a thing or substance that is not useful or pleasing.
11774,garbage.noun,Desirability,FN: thing or substance that is completely unsuited for any purpose or aesthetic.
11775,gem.noun,Desirability,FN: thing that is highly desirable.
11776,gold.noun,Desirability,FN: thing or substance of great beauty or usefulness.
11777,killer.adj,Desirability,FN: amazingly good.
11778,awesome.adj,Desirability,FN: (variable use across dialects) astonishingly good.
11779,best thing since sliced bread.noun,Desirability,FN: a very good thing.
11780,junk.noun,Desirability,FN: a thing or substance of no value.
11782,worthless.adj,Desirability,FN: of no use or aesthetic desirability.
18571,ótimo.adj,Desirability,great
18712,bem.adv,Desirability,well.
18797,maravilha.noun,Desirability,marvel.
18809,excelente.adj,Desirability,excellent.
18819,extremo.adj,Desirability,extreme.
18822,tremendo.adj,Desirability,tremendous.
18932,fantástico.adj,Desirability,fantastic
18933,maravilhoso.adj,Desirability,"que provoca grande admiração, deslumbramento, fascínio, prazer etc."
18942,extraordinário.adj,Desirability,extraordinary
19284,espectacular.adj,Desirability,ser o tener una calidad excepcional.
19294,bom.adj,Desirability,Agradével
19340,incrível.noun,Desirability,
21143,porcaria.noun,Desirability,"uma entidade imprestável, sem valor"
21144,ruim.adj,Desirability,"qualidade negativa, horrível"
21145,decente.adj,Desirability,"estado aceitável, dentro do padrão"
21146,desejável.adj,Desirability,"o que é atraente, útil"
21147,horrível.adj,Desirability,qualidade extremamente ruim
21148,excelência.noun,Desirability,"ter prestígio, ser extremamente bom"
21150,execrável.adj,Desirability,extremamente ruim
21152,fabuloso.adj,Desirability,"de qualidade extraordinária, maravilhosa"
21156,justo.adj,Desirability,que tem qualidade de justiça
21159,lixo.noun,Desirability,"substância que não tem utilidade, ou não é mais usada"
21160,joia.noun,Desirability,"objeto de alto valor, muito desejado"
21161,ouro.noun,Desirability,"mineral de alto valor, utilizado para fabricar joias"
21162,idílico.adj,Desirability,qualidade de ser inusitado
21163,inferior.adj,Desirability,baixo grau de qualidade
21164,chato.adj,Desirability,qualidade de não ser legal ou agradável
21165,chato.noun,Desirability,pessoa que não é legal
21166,magnífico.adj,Desirability,de altíssima qualidade
21167,medíocre.adj,Desirability,de qualidade média
21170,miserável.adj,Desirability,qualidade de ser muito pobre
21172,desagradável.adj,Desirability,de qualidade ruim
21175,excepcional.adj,Desirability,de qualidade excelente
21178,patético.adj,Desirability,qualidade de ser inadequado
21181,lamentável.adj,Desirability,qualidade de ser muito pobre ou inadequado
21183,pobre.adj,Desirability,insatisfatório
21184,popular.adj,Desirability,"qualidade de ser conhecido, aceito por todos"
21185,arrasar.verb,Desirability,ato realizado com sucesso
21186,podre.adj,Desirability,de qualidade muito ruim
21190,sensacional.adj,Desirability,de excelente qualidade
21192,merda.noun,Desirability,"coisa ou substância que não tem valor, não é usada"
21195,ferrado.adj,Desirability,de qualidade horrível
21196,esplêndido.adj,Desirability,de qualidade excelente
21199,estupendo.adj,Desirability,de qualidade excelente
21203,pior.adj,Desirability,de qualidade inferior
21204,super.adj,Desirability,de qualidade muito boa
21205,supremo.adj,Desirability,de muito qualidade
21209,doce.adj,Desirability,"de qualidade boa, amável"
21211,terrível.adj,Desirability,de péssima qualidade
21213,formidável.adj,Desirability,de muito boa qualidade
21216,tolerável.adj,Desirability,qualidade de ser suportável
21221,infeliz.adj,Desirability,qualidade de não ser feliz
21224,admirável.adj,Desirability,de qualidade extremamente boa
21225,inútil.adj,Desirability,o que não tem valor
24065,espetacular.adj,Desirability,"característica muito boa, grandiosa. "
24070,exuberante.adj,Desirability,"aparência muito boa, admirável "
24076,primoroso.adj,Desirability,"excepcional, excelente, perfeito."
24081,fenomenal.adj,Desirability,"característica do que é admirável, espetacular, excepcional. "
24128,péssimo.adj,Desirability,extremamente ruim.
24149,deslumbrante.adj,Desirability,"qualidade de quem está bonito, bem arrumado."
24152,despojado.adj,Desirability,"qualidade do que é simples, sem ornamentos."
24153,despreparado.adj,Desirability,"qualidade do que não está preparado, quem não espera por algo."
24156,disponível.adj,Desirability,"qualidade do que pode ser usado, aproveitado."
24162,sujo.adj,Desirability,contrário a limpo. 
24163,verdadeiro.adj,Desirability,aquilo  relativo à realidade.
24167,eclético.adj,Desirability,qualidade de quem tem gostos variados.
24168,eficiente.adj,Desirability,qualidade de quem consegue produzir algo bom em um tempo pequeno.
24204,razoável.adj,Desirability,"admissível, sem excessos, que pode ser aceito."
24360,sofrível.adj,Desirability,que pode ser tolerado. 
24361,surreal.adj,Desirability,qualidade que infere estar fora da realidade.
26146,saudável.adj,Desirability,"o que tem a qualidade de ser bom, fazer bem para a saúde."
26171,favorável.adj,Desirability,qualidade do que traz benefícios.
26190,novo.adj,Desirability,"o que nunca foi usado, ou foi usado poucas vezes."
26195,indistinguível.adj,Desirability,aquele que não se consegue distinguir.  
26226,simples.adj,Desirability,"qualidade de quem não tem vaidade, ou é básico."
26229,melhor.adj,Desirability,"o que é bom, mais desejável."
26230,deprimente.adj,Desirability,"qualidade do que é ruim, difícil."
26238,perito.adj,Desirability,qualidade de ser esperto para algo.
26255,julgar.verb,Desirability,ato ou processo de avaliar uma coisa ou pessoa.
26256,babaca.adj,Desirability,qualidade de quem é estúpido.
26282,irresistível.adj,Desirability,qualidade do que é impossível de resistir.
26303,leve.adj,Desirability,"qualidade de quem não tem preocupação, ou impedimento para a realização de uma tarefa."
26306,digno.adj,Desirability,"quem merece algo, fez para merecer."
26309,normal.adj,Desirability,característica de quem é considerado dentro de determinado padrão.
26340,sofisticado.adj,Desirability,"ser bem feito, aprimorado, personalizado."
26355,violento.adj,Desirability,"ter a qualidade de ser agressivo, perigoso."
26379,velho.adj,Desirability,o que tem muita idade.
26382,verdadeiramente.adv,Desirability,evidências de que algo acontece de verdade.
26387,bobo.adj,Desirability,"qualidade de uma pessoa que faz coisas desinteressantes, chatas."
26397,metido.adj,Desirability,"pessoa desprovida de carisma e simpatia, que usa suas qualidades para se promover sobre os outros."
26472,corrupto.adj,Desirability,"quem está corrompido, não é ético."
28632,limpo.adj,Desirability,desprovido de contaminação ou sujeira.
28901,perdido.adj,Desirability,qualidade de quem está fora de um caminho planejado ou objetivo.
29233,spectacular.adj,Desirability,"with a very good, great feature."
30959,marvel.noun,Desirability,FN: something amazing.
30964,wonderfully.adv,Desirability,FN: to such a degree or in such a manner as to be wonderful.
31022,class.adj,Desirability,"impressive, great"
31943,aprovado.adj,Desirability,a que se manifestou agrado ou aplauso.
31991,bem-cuidado.adj,Desirability,"que recebeu cuidados, foi bem tratado."
32031,imundo.adj,Desirability,cuja falta de asseio e sujeira provocam repugnância; muito sujo; porco.
32060,meia-boca.adj,Desirability,Malfeito. 
32085,indescritível.adj,Desirability,que não se consegue descrever nem demonstrar.
32090,invasivo.adj,Desirability,"tendente a invadir; hostil, agressivo. Que se intromete."
32099,elitizado.adj,Desirability,"intelectualmente refinado, só do alcance de uma elite ou apenas voltado para a elite."
32107,daora.adj,Desirability,"muito louco, legal, divertido."
32498,benigno.adj,Desirability,benign.
32499,extraordinaire.adj,Desirability,extraordinary
32500,bien.adj,Desirability,great
32501,épatant.adj,Desirability,splendid
32502,merveilleux.adj,Desirability,wonderful
32503,merveilleusement.adv,Desirability,wonderfully
32504,pire.adj,Desirability,worst
32505,exceptionnel.adj,Desirability,exceptional
32506,fabuleux.adj,Desirability,fabulous
32507,bon.adj,Desirability,good
32508,hopeless.adj,Desirability,inadequate; having no hope of becoming adequate
32509,remarquable.adj,Desirability,remarkable
32510,remarquablement.adv,Desirability,remarkably
32511,fantastique.adj,Desirability,fantastic
32512,génial.adj,Desirability,awesome
32513,inouï.adj,Desirability,incredible
32514,incroyable.adj,Desirability,unbelievable
33251,intratável.adj,Desirability,Que não é tratável.
33269,esquisito.adj,Desirability,"estranho, fora do padrão."
33334,devido.adj,Desirability,"que ou o que é merecido, justo."
33782,acolhedor.adj,Desirability,que ou o que oferece bom acolhimento: hospitaleiro.
33946,genuíno.adj,Desirability,"autêntico, verdadeiro."
34033,perfect.adj,Desirability,"Completely free of faults, something that has all the desirable attributes, or elements."
34249,well-done.adj,Desirability,Made with great quality.
34499,luxo.noun,Desirability,"O que glamuroso; gera conforto e prazer, mas pode ser considerado supérfluo."
34524,espetáculo.noun,Desirability,Maravilha.
34611,lado bom.noun,Desirability,Aspecto desejável de determinada situação ou entidade.
34619,básico.adj,Desirability,"O que serve de base, ou o mínimo."
34714,mal.adv,Desirability,"O ato ou efeito de ser inadequado, incorreto, insatisfatório, nocivo."
34742,perfeito.adj,Desirability,"A característica ou estado de não apresentar falhas, ou que apresenta as melhores qualidades possíveis."
34743,melhoria.noun,Desirability,"Uma ação que faz com que a entidade tenha uma melhora, ou aumento na desejabilidade."
34784,ousado.adj,Desirability,"Atrevido, audacioso."
34849,adverso.adj,Desirability,A qualidade de estar contra o protagonista da ação.
34850,inabitável.adj,Desirability,Impossível de ser habitado por entidades biológicas.
35067,nota dez.noun,Desirability,"algo ou alguém considerado perfeito, sem erro."
37340,extraordinaire.adj,Desirability,extraordinary
37341,bien.adj,Desirability,great
37342,épatant.adj,Desirability,splendid
37343,merveilleux.adj,Desirability,wonderful
37344,merveilleusement.adv,Desirability,wonderfully
37345,pire.adj,Desirability,worst
37346,super.adj,Desirability,super
37347,exceptionnel.adj,Desirability,exceptional
37348,fabuleux.adj,Desirability,fabulous
37349,bon.adj,Desirability,good
37350,remarquable.adj,Desirability,remarkable
37351,remarquablement.adv,Desirability,remarkably
37352,fantastique.adj,Desirability,fantastic
37353,génial.adj,Desirability,awesome
37354,inouï.adj,Desirability,incredible
37355,incroyable.adj,Desirability,unbelievable
38900,comprometido.adj,Desirability,"estado menos favorável ou ideal, indicando uma diminuição na qualidade, eficácia ou funcionamento adequado de algo, tornando-o menos desejável ou satisfatório."
39504,insuficiente.adj,Desirability,""
39505,insuficientemente.adv,Desirability,""
40694,bem-sucedido.adj,Desirability,que tem ou obteve sucesso.
40824,conveniente.adj,Desirability,"qualidade de algo que convém; cômodo, favorável."
40942,tosco.adj,Desirability,"grosseiro, rústico."
40946,informal.adj,Desirability,"Não formal,  que se caracteriza pela falta de formalidade."
41815,normalidade.noun,Desirability,""
41816,piorar.verb,Desirability,""
41817,melhorar.verb,Desirability,""
41818,desfavorável.adj,Desirability,""
42529,formal.adj,Desirability,"que se caracteriza pela formalidade, isto é, que segue normas, convenções ou padrões estabelecidos, seja na aparência, no comportamento ou no uso da língua em situações comunicativas frequentemente associadas a situações oficiais, cerimoniais ou mais monitoradas."
3639,dever.verb,Desirable_event,"seria bom que, ter que, poderia fazer."
15649,should.verb,Desirable_event,FN: have an obligation to
15650,ought to.verb,Desirable_event,FN: have an obligation to
15652,bad idea.noun,Desirable_event,FN: be an undesirable course of action
15653,good idea.noun,Desirable_event,FN: be a desirable course of action
15654,have to.verb,Desirable_event,FN: must
15656,be supposed to.verb,Desirable_event,COD: be required or expected to do something.
23315,má ideia.noun,Desirable_event,"evento,ação ou curso indesejado"
23316,boa ideia.noun,Desirable_event,"um evento, ação ou curso desejável"
32515,poder.verb,Desirable_event,can. should.
32516,devoir.verb,Desirable_event,should
34333,breeding-ground.noun,Desirable_event,A place with lots of possibilities.
34335,uprooted.adj,Desirable_event,To be in contrary circumstances.
39228,dever.noun,Desirable_event,""
39280,devir.verb,Desirable_event,""
39585,ser.aux,Desirable_event,""
39615,mg.noun,Desirable_event,""
39616,miligrama.noun,Desirable_event,""
39772,deve.verb,Desirable_event,""
232,ambição.noun,Desiring,"a esperança de cumprir algum objetivo, geralmente, a longo prazo e envolvendo um esforço considerável."
234,aspiração.noun,Desiring,uma esperança ou ambição
235,aspirar.verb,Desiring,direcionar esperanças ou ambições no sentido de se alcançar um objetivo.
236,ambicionar.verb,Desiring,"ansiar possuir.
"
237,ambicioso.adj,Desiring,aquele que deseja possuir (alguma coisa pertencente a outra pessoa)
238,ansiar.verb,Desiring,sentir um poderoso desejo
239,ânsia.noun,Desiring,um forte impulso (de consumir alguma coisa)
240,desejo.noun,Desiring,"um forte sentimento de querer ter alguma coisa ou desejo que algo aconteça, forte sentido ou apetite sexual."
241,desejar.verb,Desiring,querer ou desejar fortemente; querer sexualmente.
348,querer.verb,Desiring,ter vontade de fazer algo ou expressar essa intenção.
12074,want.verb,Desiring,COD: have a desire to possess or do (something); wish for
12075,desire.verb,Desiring,"COD: strongly wish for or want, want sexually."
12076,desire.noun,Desiring,"COD: a strong feeling of wanting to have something or wishing for something to happen, strong sexual feeling or appetite."
12077,desirous.adj,Desiring,FN: wishing (for)
12078,lust.noun,Desiring,COD: a passionate desire for something.
12079,lust.verb,Desiring,COD: feel lust for someone or something.
12080,hunger.verb,Desiring,COD: have a strong desire for.
12081,hunger.noun,Desiring,COD: a strong desire. 
12082,hungry.adj,Desiring,COD: having a strong desire. 
12083,thirst.noun,Desiring,COD: a strong desire for. 
12084,thirst.verb,Desiring,COD: have a strong desire for. 
